161,99,141
161,99,153
161,99,201
161,99,393
9,183,363
67,137,38
67,137,50
450,3,13
450,3,133
33,41,155
9,0,0
9,0,3
9,0,9
9,0,33
9,0,129
449,128,3
449,128,33
99,393,131
160,3,143
160,3,271
160,3,301
160,3,391
160,3,395
15,143,259
15,143,291
146,42,157
203,167,265
264,33,91
264,33,121
264,33,211
264,33,241
224,65,161
47,143,259
483,328,35
483,328,162
364,1,0
189,106,162
189,106,164
189,106,176
474,160,3
474,160,33
474,160,65
474,160,67
474,160,97
330,0,0
41,179,361
192,33,91
192,33,121
192,33,139
192,33,155
192,33,169
192,33,185
192,33,203
192,33,211
192,33,233
192,33,241
3,11,173
26,168,115
249,33,0
249,33,16
249,33,64
225,481,131
462,130,3
462,130,33
462,130,257
462,130,259
462,130,289
147,33,73
147,33,80
147,33,136
175,510,170
225,137,38
225,137,50
268,131,291
35,152,41
395,0,0
126,42,13
126,42,133
126,42,137
96,9,31
96,9,61
96,9,151
96,9,181
210,1,3
210,1,33
263,9,20
233,49,40
58,44,27
152,41,51
462,138,7
462,138,35
462,138,37
11,303,143
11,303,155
500,138,7
500,138,37
500,138,259
500,138,289
170,9,7
170,9,19
170,9,37
170,9,49
392,3,11
392,3,13
392,3,41
392,3,43
392,3,131
392,3,133
392,3,136
392,3,161
392,3,163
392,3,260
392,3,265
392,3,385
489,179,9
38,0,0
38,0,9
38,0,129
191,482,162
35,457,163
74,33,25
74,33,73
74,33,137
74,33,145
74,33,169
74,33,193
451,161,80
97,128,3
97,128,33
291,399,139
97,241,169
97,241,233
50,137,35
50,137,98
50,137,290
59,189,11
59,189,41
153,33,80
82,137,35
45,19,265
83,160,65
385,195,417
233,243,41
233,243,161
235,429,3
49,161,115
334,130,259
334,130,265
334,130,289
334,130,385
263,130,257
266,162,457
171,355,129
387,128,33
30,42,157
161,201,39
161,201,51
161,201,99
161,201,291
366,130,9
366,130,129
366,130,257
366,130,265
366,130,385
380,42,13
380,42,25
380,42,133
380,42,145
291,393,131
356,3,13
356,3,133
356,3,137
161,43,31
502,138,5
502,138,257
507,426,130
507,426,134
344,35,137
179,296,138
378,136,3
378,136,33
378,136,34
217,14,15
270,0,0
18,41,155
18,41,157
18,41,185
132,33,91
132,33,121
132,33,211
132,33,241
447,428,138
418,137,35
14,5,11
189,33,64
355,265,131
51,0,0
250,160,65
112,129,67
112,129,97
112,129,259
112,129,289
168,115,169
448,131,267
448,131,297
448,131,387
448,131,417
187,302,138
73,139,295
150,1,9
150,1,129
126,128,35
508,0,0
186,44,11
186,44,27
291,129,320
234,33,9
234,33,129
488,34,136
488,34,137
234,176,41
234,176,105
187,234,416
299,146,168
417,67,133
43,137,34
43,137,38
43,137,50
43,137,98
43,137,290
265,151,43
265,151,299
483,394,134
252,1,0
90,164,75
426,162,73
426,162,193
63,43,129
360,162,457
80,33,91
80,33,121
80,33,139
80,33,155
80,33,169
80,33,185
80,33,203
80,33,211
80,33,233
80,33,241
56,57,57
131,425,211
193,96,161
427,154,44
113,137,34
113,137,35
113,137,38
113,137,50
113,137,98
113,137,290
227,385,130
243,425,3
165,91,41
342,10,13
342,10,133
431,248,168
397,56,57
508,162,65
508,162,257
212,9,7
212,9,35
212,9,37
141,51,41
344,129,35
344,129,259
344,129,289
202,35,137
147,8,33
64,0,0
64,0,3
64,0,9
64,0,33
64,0,129
211,0,0
46,3,137
46,3,265
46,3,385
430,162,73
430,162,193
73,167,331
73,167,395
121,179,265
137,34,9
137,34,129
137,34,136
137,34,137
73,48,41
55,224,225
466,33,9
466,33,129
45,91,161
470,130,257
49,233,227
49,233,241
298,42,157
419,459,131
419,459,161
58,9,3
58,9,7
58,9,19
58,9,20
58,9,33
58,9,34
58,9,37
58,9,49
58,9,131
58,9,161
265,179,233
265,179,361
484,1,0
161,98,137
57,49,73
67,136,35
450,0,0
143,39,9
146,265,135
146,265,163
9,7,271
123,161,64
271,131,320
284,3,9
284,3,11
284,3,13
284,3,41
284,3,129
284,3,131
284,3,133
284,3,136
284,3,161
284,3,260
284,3,265
284,3,385
184,138,295
203,166,266
421,227,193
28,11,15
28,11,45
28,11,135
28,11,165
45,10,5
421,203,33
421,203,35
421,203,37
421,203,161
421,203,289
142,7,11
167,395,259
47,142,266
19,425,211
19,425,227
395,39,9
151,265,130
330,1,9
330,1,129
293,155,41
251,170,5
251,170,257
278,3,137
278,3,265
278,3,385
83,425,131
362,144,41
35,155,301
395,3,4
395,3,256
395,3,260
419,137,34
234,136,35
25,179,361
91,47,13
176,0,0
176,0,3
176,0,9
176,0,33
176,0,129
331,163,129
33,91,173
241,169,3
167,129,320
9,35,157
9,35,457
291,136,3
291,136,33
430,130,257
355,14,15
243,232,168
243,232,176
243,232,224
86,162,457
4,0,0
4,0,3
4,0,9
4,0,33
4,0,129
170,296,147
203,416,162
488,129,3
488,129,33
169,80,33
88,32,9
88,32,129
477,35,0
255,242,33
484,136,35
427,166,74
3,260,139
211,489,161
177,9,7
177,9,20
177,9,34
130,129,107
130,129,299
130,129,331
130,129,361
130,129,481
116,42,157
153,32,3
153,32,33
45,18,9
106,0,0
257,2,137
48,137,107
48,137,115
48,137,227
48,137,295
48,137,299
48,137,355
48,137,419
162,385,195
162,385,387
161,200,35
137,295,139
185,51,9
43,61,25
171,0,0
446,138,3
446,138,33
446,138,257
446,138,259
446,138,289
271,37,137
39,9,20
5,137,107
5,137,115
5,137,227
5,137,355
510,160,64
42,17,41
42,17,169
137,227,481
156,9,35
494,34,136
270,1,3
270,1,33
448,161,75
448,161,105
448,161,195
448,161,225
145,169,115
169,35,136
169,35,140
169,35,152
169,35,200
169,35,392
27,141,35
27,141,291
17,0,0
17,0,3
17,0,9
17,0,33
17,0,129
289,136,35
130,289,155
130,289,203
130,289,211
168,3,13
168,3,133
168,3,265
168,3,385
97,163,457
300,3,9
300,3,11
300,3,13
300,3,129
300,3,131
300,3,133
300,3,136
300,3,137
300,3,161
300,3,260
300,3,265
300,3,385
387,291,137
387,291,153
507,122,33
289,163,457
248,160,67
248,160,97
174,136,35
2,9,31
2,9,47
2,9,59
2,9,61
2,9,63
2,9,151
2,9,167
2,9,179
2,9,181
2,9,183
372,1,0
372,1,9
372,1,129
425,227,193
7,425,211
338,0,0
486,136,3
486,136,33
486,136,34
183,232,224
149,40,17
96,161,203
96,161,233
96,161,457
399,418,194
135,299,145
135,299,153
232,176,105
417,66,129
147,297,19
147,297,131
147,297,145
147,297,147
391,131,320
495,426,130
495,426,146
252,2,137
242,40,25
242,40,145
218,1,0
134,259,139
134,259,387
104,168,115
184,0,0
419,202,164
324,131,267
324,131,297
324,131,387
324,131,417
390,138,295
395,293,137
165,201,35
165,201,99
113,136,3
113,136,33
155,298,134
431,10,4
61,25,40
75,165,11
75,165,67
75,165,73
75,165,75
478,162,65
478,162,257
193,419,395
193,419,451
326,129,3
326,129,11
326,129,33
326,129,34
326,129,41
326,129,67
326,129,97
326,129,131
326,129,161
326,129,259
326,129,289
326,129,320
129,33,91
129,33,121
444,42,17
444,42,25
444,42,145
46,0,0
164,75,165
244,40,19
244,40,25
244,40,49
244,40,145
490,168,19
490,168,49
25,37,75
290,131,393
55,385,131
11,39,141
11,39,153
11,39,201
11,39,393
489,3,4
414,32,137
162,457,163
92,138,295
500,10,5
24,9,47
24,9,167
135,271,11
300,0,0
57,48,9
185,107,133
9,181,107
427,226,224
67,139,301
67,139,421
450,1,9
450,1,129
166,265,131
147,35,140
147,35,392
171,217,33
191,234,224
191,234,416
342,130,265
342,130,385
15,137,98
15,137,290
398,3,4
398,3,9
398,3,129
398,3,256
264,35,155
264,35,157
264,35,185
264,35,203
264,35,217
264,35,233
264,35,457
423,458,162
47,137,34
296,162,457
364,146,41
364,146,297
41,177,105
192,35,143
192,35,157
192,35,173
192,35,395
192,35,397
192,35,425
192,35,457
175,154,296
13,11,39
13,11,135
13,11,163
13,11,165
13,11,167
107,176,168
382,136,3
382,136,33
382,136,34
3,13,31
491,174,14
491,174,26
278,0,0
255,174,10
255,174,266
226,416,195
59,0,0
126,40,9
126,40,17
126,40,25
126,40,129
126,40,145
417,99,137
417,99,153
58,42,157
44,9,7
44,9,19
44,9,35
44,9,37
44,9,49
44,9,163
10,137,115
10,137,295
418,129,3
418,129,11
418,129,33
418,129,34
418,129,41
418,129,67
418,129,97
418,129,259
418,129,289
418,129,320
158,1,0
361,155,37
214,296,131
214,296,147
219,386,385
395,131,320
191,40,16
391,0,0
208,32,9
208,32,129
33,203,421
33,203,423
19,8,3
19,8,33
414,42,17
414,42,25
414,42,145
9,34,137
184,56,57
425,178,104
160,33,91
160,33,121
160,33,155
160,33,203
160,33,211
483,296,19
133,419,451
94,136,35
226,0,0
427,158,42
88,33,11
88,33,25
88,33,41
88,33,43
88,33,73
88,33,80
88,33,131
88,33,136
88,33,137
88,33,139
88,33,145
88,33,161
88,33,163
88,33,169
88,33,193
424,35,137
249,82,137
249,82,168
13,47,31
13,47,155
37,185,121
483,163,9
140,11,39
235,129,256
177,8,3
201,51,41
55,43,137
59,44,138
153,39,11
496,224,161
496,224,225
233,241,33
233,241,97
106,1,9
106,1,129
352,129,11
352,129,34
352,129,35
352,129,41
352,129,43
352,129,67
352,129,97
352,129,131
352,129,139
352,129,161
352,129,163
352,129,169
352,129,259
352,129,289
352,129,320
72,0,0
72,0,3
72,0,9
72,0,33
72,0,129
268,138,295
128,129,363
128,129,483
419,386,138
211,169,33
498,8,35
171,3,260
195,393,35
195,393,39
124,33,9
124,33,129
161,41,27
39,8,9
39,8,129
15,35,152
15,35,200
227,137,34
166,9,3
166,9,7
166,9,11
166,9,19
166,9,20
166,9,33
166,9,34
166,9,37
166,9,41
166,9,49
132,35,155
132,35,157
132,35,185
132,35,203
132,35,217
132,35,233
132,35,457
14,11,45
14,11,135
14,11,165
492,1,0
331,133,10
99,161,200
99,161,201
37,123,185
27,61,41
320,33,155
320,33,185
492,130,3
492,130,33
492,130,257
492,130,259
492,130,289
131,11,45
257,3,143
257,3,173
84,41,27
84,41,57
84,41,147
84,41,177
300,138,295
107,9,20
324,0,0
324,0,3
324,0,9
324,0,33
324,0,129
217,74,165
139,35,136
139,35,140
139,35,152
139,35,200
139,35,392
153,3,137
153,3,260
338,1,9
338,1,129
301,139,3
267,7,13
262,137,35
11,139,421
286,3,9
286,3,129
336,0,0
336,0,3
336,0,9
336,0,33
336,0,129
181,9,3
181,9,4
181,9,16
181,9,20
181,9,34
20,137,355
80,35,397
190,168,67
190,168,97
86,9,3
86,9,7
86,9,11
86,9,19
86,9,20
86,9,33
86,9,34
86,9,37
86,9,41
86,9,49
86,9,131
86,9,161
15,7,265
184,1,3
184,1,33
385,451,163
385,451,419
218,288,131
202,138,295
166,0,0
286,10,7
286,10,13
286,10,37
286,10,133
28,33,25
28,33,73
28,33,145
28,33,193
42,133,75
42,133,267
193,128,35
217,266,135
390,3,9
390,3,11
390,3,13
390,3,41
390,3,129
390,3,133
390,3,136
390,3,137
390,3,161
390,3,260
390,3,265
390,3,385
151,11,260
3,161,233
424,138,295
46,1,9
46,1,129
268,11,39
235,184,56
73,165,75
292,129,67
292,129,97
292,129,259
292,129,289
150,35,137
12,0,0
12,0,3
12,0,9
12,0,33
12,0,129
173,19,40
324,129,35
324,129,43
324,129,67
324,129,97
324,129,163
324,129,259
324,129,289
178,73,161
25,36,11
267,35,152
267,35,200
115,173,11
11,38,137
316,34,137
48,33,203
48,33,233
158,42,13
158,42,25
158,42,133
158,42,145
11,260,131
105,161,131
105,161,195
185,106,164
114,0,0
143,33,80
170,129,67
170,129,97
170,129,259
170,129,289
242,32,137
137,169,115
146,41,27
146,41,57
146,41,177
350,168,19
350,168,49
350,168,67
350,168,97
393,34,9
393,34,129
179,0,0
399,298,146
99,249,169
468,34,136
468,34,137
13,10,7
13,10,37
444,138,35
444,138,259
444,138,289
278,1,9
278,1,129
163,451,385
301,49,137
35,157,43
129,320,163
83,137,34
83,137,35
83,137,38
83,137,50
83,137,98
83,137,290
49,41,27
49,41,139
49,41,147
49,41,153
49,41,155
106,42,157
25,0,0
25,0,3
25,0,33
263,10,5
170,74,165
115,137,34
91,33,16
91,33,64
91,33,80
91,33,129
91,33,136
295,155,41
380,1,0
190,34,136
507,398,138
289,137,38
289,137,50
248,1,0
208,33,11
208,33,25
208,33,41
208,33,43
208,33,73
208,33,80
208,33,131
208,33,136
208,33,137
208,33,139
208,33,145
208,33,161
208,33,163
208,33,169
208,33,193
284,35,137
9,33,211
9,33,241
382,34,136
59,56,168
481,131,260
184,168,115
395,7,10
355,129,64
355,129,256
194,257,131
51,41,152
51,41,153
112,9,7
112,9,19
112,9,37
112,9,49
203,418,386
226,1,9
226,1,129
142,259,131
330,35,137
192,0,0
192,0,3
192,0,9
192,0,33
192,0,129
174,3,9
174,3,129
175,302,138
290,137,35
290,137,38
290,137,50
35,185,121
173,91,33
173,91,37
395,33,80
257,0,0
257,0,3
257,0,9
257,0,33
257,0,129
135,35,152
135,35,200
201,483,163
186,9,3
186,9,33
334,129,3
334,129,33
450,386,387
417,203,37
417,203,39
54,0,0
185,49,40
134,138,295
446,136,34
194,161,75
194,161,105
194,161,225
157,43,20
124,34,137
289,211,169
289,211,425
39,11,140
39,11,141
491,482,129
251,488,162
66,137,47
66,137,55
66,137,59
66,137,115
66,137,167
66,137,179
66,137,295
217,19,41
270,7,11
165,8,3
169,33,80
98,137,35
98,137,38
98,137,50
170,266,135
355,266,135
297,128,3
179,233,97
37,203,419
37,203,421
424,0,0
84,42,157
151,0,0
97,161,75
97,161,139
97,161,195
97,161,201
97,161,203
187,1,0
41,139,391
495,488,129
267,6,9
267,151,41
135,331,161
430,10,5
147,299,133
147,299,141
67,0,0
67,0,9
67,0,129
506,162,9
506,162,129
506,162,257
506,162,265
506,162,385
329,128,3
329,128,33
468,160,67
468,160,97
134,257,131
137,35,140
137,35,152
137,35,200
137,35,392
15,6,9
167,331,129
167,331,133
427,422,138
179,265,130
18,8,35
65,35,143
65,35,157
65,35,173
65,35,397
145,139,295
491,422,138
75,167,265
75,167,393
130,259,143
130,259,391
130,259,395
242,136,34
242,136,35
64,3,399
64,3,429
375,137,0
193,417,195
214,9,3
214,9,33
59,137,34
170,134,267
106,164,75
301,0,0
244,42,13
244,42,133
211,419,385
385,2,9
385,2,129
25,43,151
25,43,181
395,129,34
210,168,115
397,139,35
490,1,0
194,162,457
7,173,91
243,129,256
135,265,19
105,160,65
504,162,257
504,162,265
504,162,385
299,0,0
114,1,9
114,1,129
167,9,4
167,9,16
167,9,20
498,160,9
498,160,65
498,160,73
498,160,129
498,160,193
29,40,17
360,129,3
360,129,11
360,129,33
360,129,34
360,129,35
360,129,67
360,129,97
360,129,131
360,129,161
360,129,259
360,129,289
360,129,320
289,155,47
289,155,301
294,0,0
80,0,0
80,0,3
80,0,9
80,0,33
80,0,129
9,4,11
86,42,157
291,219,169
38,137,35
38,137,98
38,137,290
170,17,41
284,9,19
284,9,35
284,9,49
170,416,195
363,163,129
297,35,152
297,35,200
155,289,130
169,121,49
61,59,9
61,59,13
61,59,25
61,59,41
61,59,137
145,0,0
145,0,3
145,0,33
421,131,320
37,131,295
296,3,13
296,3,133
296,3,137
296,3,139
296,3,265
296,3,385
491,160,64
233,178,296
97,233,179
97,233,241
217,67,161
130,9,31
130,9,47
130,9,59
130,9,61
130,9,181
59,149,35
500,1,0
55,193,161
82,161,75
82,161,105
82,161,195
82,161,225
83,136,3
83,136,33
49,40,25
49,40,145
135,10,5
162,265,135
162,265,147
49,185,107
49,185,121
129,97,241
153,363,163
7,0,0
7,0,9
7,0,129
266,138,295
44,11,15
44,11,135
44,11,165
484,194,161
484,194,417
63,142,266
232,138,295
468,40,19
468,40,49
427,394,134
5,35,203
5,35,217
5,35,233
5,35,457
294,3,137
165,9,19
165,9,20
165,9,34
160,35,157
160,35,457
355,128,0
4,3,143
4,3,173
4,3,271
4,3,301
4,3,391
4,3,395
4,3,399
4,3,421
4,3,425
4,3,429
246,42,13
246,42,133
246,42,137
250,136,34
181,11,260
393,0,0
256,9,63
256,9,183
41,147,297
457,419,131
488,162,73
488,162,193
488,162,265
488,162,385
288,137,47
288,137,55
288,137,59
288,137,115
288,137,167
288,137,179
288,137,295
235,242,168
431,130,256
3,265,151
372,40,25
372,40,145
129,419,451
129,419,459
168,97,177
168,97,225
10,9,61
10,9,151
10,9,167
10,9,179
10,9,181
334,134,11
334,134,267
20,0,0
20,0,3
20,0,9
20,0,33
20,0,129
15,271,131
91,189,41
332,129,35
332,129,67
332,129,97
363,14,7
157,42,42
157,42,162
218,40,19
218,40,49
56,33,25
56,33,73
56,33,137
56,33,139
56,33,145
56,33,193
133,227,481
32,137,115
32,137,295
14,9,7
14,9,19
14,9,35
14,9,37
14,9,49
14,9,163
260,137,115
418,385,131
144,9,47
144,9,167
320,35,157
170,194,417
141,11,38
141,11,39
179,232,224
397,97,161
329,3,260
424,1,3
424,1,33
40,49,121
40,49,185
40,49,233
97,160,73
97,160,193
139,391,259
140,0,0
140,0,3
140,0,33
254,40,16
254,40,17
55,9,4
55,9,16
160,137,115
160,137,295
481,227,129
481,227,137
481,227,161
481,227,193
481,227,385
116,9,3
116,9,7
116,9,11
116,9,19
116,9,20
116,9,33
116,9,34
116,9,37
116,9,41
116,9,49
116,9,131
116,9,161
301,137,34
129,169,115
186,42,13
186,42,133
153,291,131
172,9,19
172,9,35
172,9,49
11,141,39
11,141,51
11,141,99
11,141,291
286,1,0
338,137,35
219,46,14
161,233,241
366,162,73
366,162,137
366,162,193
476,34,9
476,34,129
476,34,136
458,34,136
458,34,137
57,25,37
33,0,0
33,0,3
33,0,9
33,0,33
33,0,129
161,459,167
161,459,419
146,289,139
146,289,195
451,385,130
33,241,233
137,179,361
298,134,267
28,35,137
378,168,17
378,168,19
378,168,49
18,9,31
18,9,43
18,9,47
18,9,59
18,9,61
18,9,151
18,9,163
18,9,167
18,9,179
18,9,181
492,162,65
492,162,73
492,162,193
354,0,0
502,136,3
502,136,33
502,136,34
216,33,9
216,33,11
216,33,16
216,33,41
216,33,64
216,33,80
216,33,129
216,33,131
216,33,136
216,33,161
477,140,11
477,392,131
112,161,75
112,161,105
112,161,195
112,161,225
130,256,131
234,162,265
234,162,385
329,160,65
3,163,457
139,3,260
235,186,44
292,131,267
292,131,297
292,131,387
292,131,417
150,33,73
150,33,193
12,2,137
419,0,0
183,43,9
234,1,0
200,0,0
200,0,3
200,0,33
55,386,387
348,136,35
404,138,295
11,169,241
158,40,19
158,40,49
149,299,131
135,264,3
447,10,0
447,10,4
225,233,49
225,233,51
208,168,115
299,3,136
179,9,4
179,9,16
179,9,20
181,107,129
181,107,133
181,107,137
181,107,145
181,107,161
185,104,162
426,130,259
426,130,265
426,130,289
426,130,385
143,35,136
9,11,167
161,320,131
459,167,9
